Probability,Conditional Probability,Weight Of Evidence,Order,class,f_1,f_2,f_3,f_4,f_5,f_6,f_7,f_8,f_9,f_10,f_11,f_12,f_13,f_14,f_15,f_16,f_17,f_18,f_19,f_20,f_21,f_22,f_23,f_24,f_25,f_26,f_27,f_28,f_29,f_30,f_31,f_32,f_33,f_34,f_35,f_36,f_37,f_38,f_39,f_40,f_41,f_42,f_43,f_44,f_45,f_46,f_47,f_48,f_49,f_50,f_51,f_52,f_53,f_54,f_55,f_56,f_57,f_58,f_59,f_60,f_61,f_62,f_63,f_64,f_65,f_66,f_67,f_68,f_69,f_70,f_71,f_72,f_73,f_74,f_75,f_76,f_77
0.058495,0.892174,2.471783,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,
0.119384,0.891823,2.468138,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28200,,
0.161460,0.891688,2.466738,2,7,,,,,,,,0.000124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.968,,,,,,,,,,,,,,,,,,
0.170696,0.891602,2.465853,2,7,,,,3.7e-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5e-007
0.127252,0.891374,2.463493,2,7,,,,,,,,,,,,,-5e-006,,,,,,,,,,,,,,,,,,,,,,0.994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.160205,0.890932,2.458940,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.994,,,,,,,,,,,,,,,,,,,,,,0.000581,,,,,,,,,,,,,,,,,,,,
0.209236,0.889481,2.444096,2,7,,,,,,,,,0.000153,,,,,,,,,,,,,,,,,,,,,,,0.974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.120182,0.889452,2.443792,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0184,,,,,,,,,,,,,
0.157241,0.889104,2.440261,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.6,,,,,,,,,,,,,,28200,,
0.165336,0.889025,2.439463,2,7,,,,,,,,0.000124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.97,,,,,,,,,,,,,,,,,,,
0.138655,0.888889,2.438083,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.961,,,,,,,,,,,,,3.9e-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.120867,0.888516,2.434316,2,7,,,,,,,,,,,,,,,,,2.9e-005,,,,,,,,,,,,,,,,,,0.994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.253250,0.888045,2.429565,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.998,,,,,,,,,,,,,,,,,,,,,,,,,,,73100,,,,,,,,,,,,,,
0.254732,0.887917,2.428283,2,7,,,,,,,,,0.000153,,,,,,,,,,,,,,,,,,,,,,,,0.989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.083466,0.887273,2.421822,2,7,,,,,,,,,,,,,,,,3e-006,,,,,,,,,,,,,,,,,,,0.994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.158609,0.887117,2.420270,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.6,,,0.0184,,,,,,,,,,,,,
0.262942,0.886582,2.414936,2,7,,,,,,,,,0.000153,,,,,,,,,,,,,,,,,,,,,,,,,0.994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.078677,0.885751,2.406697,2,7,,,,,,,,,,,,,,,,,4e-006,,,,,,,,,,,,,,,,,0.994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.253364,0.885612,2.405322,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73100,,,,,,,,,,,,,,
0.220639,0.884774,2.397075,2,7,,,,3.7e-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.254048,0.884478,2.394178,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.4e-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28200,,
0.265907,0.884338,2.392811,2,7,,,,,,,,,0.000153,,,,,,,,,,,,,,,,,,,,,,,,,,,0.998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.178677,0.883813,2.387683,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73100,,,,,,,,,,,,,,5e-007
0.255986,0.883510,2.384743,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.4e-005,,,,,,,,,,,,,,,,,,,,,,0.0184,,,,,,,,,,,,,
0.155530,0.882848,2.378321,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.4e-005,,,,,,,,,,,,,,,,,,,39.6,,,,,,,,,,,,,,,,
0.057925,0.881944,2.369615,2,7,,,,,,,,,,,,,,,,,,,1.8e-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.6,,,,,,,,,,,,,,,,
0.262372,0.881272,2.363168,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.2e-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28200,,
0.244470,0.880855,2.359189,2,7,,2.7e-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28200,,
0.285633,0.880802,2.358685,2,7,,,,,,,,0.000124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28200,,
0.075713,0.880637,2.357114,2,7,,,,,,,,,,,,,,,,,4e-006,,,,,,,,,,,,,,,,0.989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.264538,0.880455,2.355391,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.2e-005,,,,,,,,,,,,,,,,,,,,,,,0.0184,,,,,,,,,,,,,
0.165222,0.880316,2.354067,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9e-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28200,,
0.205245,0.880196,2.352925,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73100,,,,,,,,,,,,,,
0.288141,0.880181,2.352788,2,7,,,,,,,,0.000124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0184,,,,,,,,,,,,,
0.058609,0.880137,2.352369,2,7,,,,,,,,,,,39.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.6,,,,,,,,,,,,,,,,
0.246180,0.879788,2.349066,2,7,,2.7e-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0184,,,,,,,,,,,,,
0.262486,0.879633,2.347602,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0184,,,,,,,,,,565000,,,
0.278905,0.879540,2.346720,2,7,,,,,,,,,0.000153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28200,,
0.246636,0.879268,2.344161,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73100,,,,,,,,,,,,,,
0.260433,0.879138,2.342932,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.998,,,,,,,,,,,,,,,,7.2e-005,,,,,,,,,,,,,,,,,,,,,,,,,
0.167275,0.878969,2.341348,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9e-005,,,,,,,,,,,,,,,,,,,,0.0184,,,,,,,,,,,,,
0.260661,0.878893,2.340628,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,565000,28200,,
0.218130,0.878732,2.339120,2,7,,,,,,,,0.000124,,,,,,,,,,,,,,,,,,,,,,,,0.974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.287457,0.878703,2.338850,2,7,,,,,,,0.000106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28200,,
0.281072,0.878475,2.336706,2,7,,,,,,,,,0.000153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0184,,,,,,,,,,,,,
0.171950,0.878276,2.334847,2,7,,,3.1e-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5e-007
0.289966,0.878108,2.333273,2,7,,,,,,,0.000106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0184,,,,,,,,,,,,,
0.271836,0.878085,2.333058,2,7,,,,,,,,0.000124,,,,,,,,,,,,,,,,,,,,,,,,,,0.994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.224629,0.877897,2.331302,2,7,,,3.1e-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.274572,0.877871,2.331063,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.998,,,,,,,,,,,0.000101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.115964,0.877481,2.327427,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.6,,,,,,,,,,,,,,,5e-007
0.263626,0.877419,2.326857,2,7,,,,,,,,0.000124,,,,,,,,,,,,,,,,,,,,,,,,,0.989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.232383,0.877314,2.325876,2,7,,,,,5.1e-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.182212,0.877058,2.323503,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.6,,0.0184,,,,,,,,,,,,,
0.065792,0.876900,2.322035,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9e-005,,,,,,,,,,,,,,,0.98,,,,,,,,,,,,,,,,,,
0.257355,0.876845,2.321531,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.994,,,,,,,,,,,,,,,,,,7.2e-005,,,,,,,,,,,,,,,,,,,,,,,,,
0.150171,0.876831,2.321397,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.2e-005,,,,,,,0.968,,,,,,,,,,,,,,,,,,
0.164196,0.876446,2.317834,2,7,,,,,,,0.000106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.968,,,,,,,,,,,,,,,,,,
0.180958,0.876311,2.316596,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.6,,,,,,,,,,,,,28200,,
0.176397,0.875991,2.313643,2,7,,,,,,,,,0.000153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.6,,,,,,,,,,,,,,,,
0.274230,0.875501,2.309136,2,7,,,,,,,,0.000124,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.280502,0.874822,2.302927,2,7,,,,,,8.6e-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28200,,
0.283010,0.874251,2.297726,2,7,,,,,,8.6e-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0184,,,,,,,,,,,,,
0.154276,0.874031,2.295722,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.2e-005,,,,,,0.97,,,,,,,,,,,,,,,,,,,
0.166933,0.874030,2.295711,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5e-007
0.272292,0.873765,2.293308,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.994,,,,,,,,,,,,,0.000101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.276853,0.873696,2.292678,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.998,,,,,,,,,,,,,,,,,39.6,,,,,,,,,,,,,,,,,,,,,,,,
0.168073,0.873223,2.288400,2,7,,,,,,,0.000106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.97,,,,,,,,,,,,,,,,,,,
0.176967,0.872891,2.285406,2,7,,,,,5.1e-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5e-007
0.220182,0.872177,2.278988,2,7,,,,3.7e-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.111859,0.872000,2.277400,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.999,,,,,0.00773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.041847,0.871734,2.275019,2,7,,,3.1e-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.979,,,,,,,,,,,,,,,,,
0.161688,0.871543,2.273310,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.2e-005,,,,,,,,,,,,,,,,,,,,39.6,,,,,,,,,,,,,,,,
0.256328,0.871318,2.271303,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28200,,
0.060661,0.870704,2.265837,2,7,,,,,,,,,,0.000172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000649,,,,,,,,,,,,,,,,,,,,,,,,,,
0.060661,0.870704,2.265837,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000172,,,,,,,,0.000649,,,,,,,,,,,,,,,,,,,,,,,,,,
0.176397,0.870568,2.264635,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.4e-005,,,,,,,,,,,,,,,,,,,,39.6,,,,,,,,,,,,,,,
0.153364,0.869987,2.259486,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.961,,,,,,,0.999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.157127,0.869950,2.259154,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.994,,,,0.999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.274458,0.869895,2.258674,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.994,,,,,,,,,,,,,,,,,,,39.6,,,,,,,,,,,,,,,,,,,,,,,,
0.142417,0.869777,2.257631,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.999,39.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.067617,0.869501,2.255199,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9e-005,,,,,,,,,,,,,,0.981,,,,,,,,,,,,,,,,,,,
0.143786,0.869056,2.251278,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73100,,,,,,,,,,,,,0.961,
0.153250,0.868778,2.248841,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.989,,,,,0.999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.261003,0.868691,2.248073,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0184,,,,,,,,,,,,,
0.093615,0.700512,2.247473,2,2,,2.7e-005,,,,,,,0.000754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.160889,0.868308,2.244719,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.6,,,,,,,,,,,,,565000,,,
0.238997,0.868268,2.244376,2,7,,2.7e-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.231471,0.868263,2.244333,2,7,,,,,5.1e-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.225656,0.867982,2.241878,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73100,,6.35,,,,,,,,,,,,
0.225656,0.867982,2.241878,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73100,,,,,,,,,378,,,,,
0.276967,0.867500,2.237674,2,7,,,,,,,0.000106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.064766,0.867176,2.234855,2,7,,,,,,,,,,,,,,,,,,,1.8e-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.6,,,,,,,,,,,,,,,
0.067959,0.866279,2.227093,2,7,,,,,,,,,,,39.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.6,,,,,,,,,,,,,,,
0.138769,0.866192,2.226344,2,7,,,,,5.1e-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.968,,,,,,,,,,,,,,,,,,
0.229190,0.866006,2.224739,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73100,,,,,,,383,,,,,,,
0.249259,0.865743,2.222470,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.989,,,,,,,,,,,,,,,,,,,7.2e-005,,,,,,,,,,,,,,,,,,,,,,,,,
0.275257,0.864613,2.212788,2,7,,,,,,,0.000106,,,,,,,,,,,,,,,,,,,,,,,,,,,0.994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.160775,0.864500,2.211824,2,7,,,3.1e-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9e-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.161460,0.864469,2.211555,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000101,,,,,,,,,,,,0.968,,,,,,,,,,,,,,,,,,
0.200000,0.864465,2.211524,2,7,,,,,,,,,0.000153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.6,,,,,,,,,,,,,,,
0.183808,0.864343,2.210483,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.2e-005,,,,,,,,,,,,,,,,,,,,,39.6,,,,,,,,,,,,,,,
0.131357,0.864216,2.209399,2,7,,,,3.7e-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.968,,,,,,,,,,,,,,,,,,
0.203535,0.863988,2.207460,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.974,,,,,,,,,,,,,,,,,,,,7.2e-005,,,,,,,,,,,,,,,,,,,,,,,,,
0.183238,0.863979,2.207376,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.6,,,,,,,,,,,,565000,,,
0.141391,0.863510,2.203393,2,7,,,,,5.1e-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.97,,,,,,,,,,,,,,,,,,,
0.221323,0.863434,2.202752,2,7,,,,,,,0.000106,,,,,,,,,,,,,,,,,,,,,,,,,0.974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.049715,0.863366,2.202177,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,
0.248347,0.863258,2.201259,2,7,,,,3.7e-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.213341,0.863007,2.199138,2,7,,,,3.7e-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.224287,0.862341,2.193513,2,7,,,,,5.1e-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.162486,0.862069,2.191223,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.999,0.999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.163056,0.861965,2.190349,2,7,,,,,,8.6e-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.968,,,,,,,,,,,,,,,,,,
0.266933,0.861929,2.190049,2,7,,,,,,,0.000106,,,,,,,,,,,,,,,,,,,,,,,,,,0.989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.133295,0.861459,2.186103,2,7,,,,3.7e-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.97,,,,,,,,,,,,,,,,,,,
0.224629,0.861014,2.182379,2,7,,,3.1e-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.276625,0.860894,2.181379,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.999,,,,,,,,,,,,,,,,,,,,,,,,,,73100,,,,,,,,,,,,,,
0.271494,0.860810,2.180674,2,7,,,,,,8.6e-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.113341,0.860606,2.178974,2,7,,,,,,,,,,,,,,,,,,,1.8e-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28200,,
0.163056,0.860409,2.177334,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.6,,,,,,0.968,,,,,,,,,,,,,,,,,,
0.270582,0.860406,2.177308,2,7,2.5e-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28200,,
0.264310,0.860111,2.174856,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.989,,,,,,,,,,,,,,0.000101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.268187,0.859963,2.173628,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.998,,,,,,,,,,,,,,,0.000649,,,,,,,,,,,,,,,,,,,,,,,,,,
0.272520,0.859712,2.171543,2,7,2.5e-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0184,,,,,,,,,,,,,
0.165678,0.859255,2.167756,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000101,,,,,,,,,,,0.97,,,,,,,,,,,,,,,,,,,
0.184493,0.858811,2.164091,2,7,,,,,5.1e-005,,,,,,,,,,,,,,,,,,,,,,,,,,,0.974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.184949,0.858201,2.159070,2,7,,,,,,,,0.000124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.6,,,,,,,,,,,,,,,,
0.160547,0.858013,2.157528,2,7,,,,3.7e-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9e-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.290536,0.857912,2.156700,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.998,,,,,,,,,,,,,,,,,,0.000184,,,,,,,,,,,,,,,,,,,,,,,
0.184493,0.857900,2.156600,2,7,,,,,,,,,,,,,,,,3e-006,,,,,,,,,,,,,,,,,,,,0.998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.144356,0.857724,2.155151,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,383,,,,,,,
0.114025,0.857633,2.154409,2,7,,,,,,,,,,,,,,,,,,,1.8e-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0184,,,,,,,,,,,,,
